title,company,location,link
"GIST 고등광기술연구소 (박사 후 연구원 및 위촉연구원, 전문연구요원)",광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3eb1178e630a95f9&from=web&vjs=3
VP R&D,Mofac,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fecc1f2f8e371810&from=web&vjs=3
OPWI SW Engineer for R&D Extension Korea,Applied Materials Inc.,경기도 화성,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7d77a8921825346c&from=web&vjs=3
Sr. Software Engineer - ACR/DAI,Roku,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=642f5ec9db0c61b7&from=web&vjs=3
1월 11번가 Backend 개발 경력공채,십일번가,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=377d8a275cfdac2f&from=web&vjs=3
Data Analyst,뱅크샐러드,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=34f22fafb415ec3c&from=web&vjs=3
Quant 트레이딩 부문,벨에포크자산운용,서울 신사동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=482ce9b4a3f57f11&from=web&vjs=3
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8af26b37623864c4&from=web&vjs=3
JAVA 개발자 경력직/신입,로지포커스,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1e708a23b9f87c19&from=web&vjs=3
블록체인인터넷경제연구센터 위촉연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e80435be74cd28f&from=web&vjs=3
[포티투마루] 인공지능(AI) 챗봇사업부 전 직군,포티투마루,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a92b737cbbdf425f&from=web&vjs=3
연구개발부 생명정보부문 석사졸연구원 신입/경력 정규직,카이팜,서울 서대문구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=686c8cf8b082fbc1&from=web&vjs=3
소프트웨어 엔지니어,당근마켓,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bf353e320cf24f99&from=web&vjs=3
[스타랩스] 웹개발(JAVA) 경력 정규직,스타랩스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2cf4ab96db812fd2&from=web&vjs=3
퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=116009dbf59211ed&from=web&vjs=3
음성인식 서비스 개발자,씨앤에이아이,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dfa8a9a7dd5bd7d6&from=web&vjs=3
CRM 및 마케팅 데이터분석 담당자 - 국내 대기업 계열사,라피플코리아리미티드,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7fe0c284fbf4045f&from=web&vjs=3
"교육 기획/운영, 시스템 기획",매직에코,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9f0ce22eee4259bb&from=web&vjs=3
리눅스 배포판 개발 국내 대기업,,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0c1f3f58243b62ac&from=web&vjs=3
IoT 기기 및 네트워크 취약점 점검 개발자,노르마,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b3ad64e7a39c01a&from=web&vjs=3
모바일 운영서비스 빌드/배포/테스트 자동화 개발자,브롤브,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=00b0f4d1f5f56d14&from=web&vjs=3
코스닥 상장기업 OCEAN 개발,다원커리어,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0ac64c7119cbfcfb&from=web&vjs=3
2022년 상반기 정보보안 엔지니어 - 취약점 파트,인섹시큐리티,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f49d9c83e549c9d8&from=web&vjs=3
국내1위/세계2위 초우량기업 데이터분석 과장급,에이치알니즈,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e30f13cd0a081eaa&from=web&vjs=3
2022년 2월 경력사원 (설비기술),LG에너지솔루션,청주 오창읍,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a1d1d5bf76c45576&from=web&vjs=3
DevOps Engineer,Canonical - Jobs,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=477c259d56ffdb73&from=web&vjs=3
"목동 컴퓨터 학원 코딩 강사 (정규직 및 계약직,경력무관)",아이브코딩목동학원,서울 양천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0d6b12bb541bb8ca&from=web&vjs=3
[대기업] 데이터 엔지니어 (BI 개발) 과차장급,에이치알니즈,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2f218efc7f8e3e59&from=web&vjs=3
Renewables Consultant - Civil / Structure Engineering,DNV,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f219c18d551f52af&from=web&vjs=3
기업부설연구소 연구원 경력 정규직,솔비트,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1d6d44d5507fd867&from=web&vjs=3
금융 데이터 분석 및 모델 개발,케이지제로인,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d4c94aa1d7e84908&from=web&vjs=3
[NIT Service] 네이버 클라우드 플랫폼 기술지원,엔아이티서비스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=089d5692025e08c5&from=web&vjs=3
빅데이터 플랫폼 데이터 엔지니어,LG이노텍,서울 마곡역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=70008a7fa046578c&from=web&vjs=3
NAVER IDC 서버 운영/관리,NIT Service,춘천 동면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=18b288e9021d899f&from=web&vjs=3
"고등광기술연구소 레이저응용시스템연구실 박사후연구원, 위촉연구원",광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05a8e481d9859e2c&from=web&vjs=3
Software Validation Engineer (SWDQE),Bose,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d3f8b902aff644c2&from=web&vjs=3
앱가드 Android 개발,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=834db148c2e3c7b5&from=web&vjs=3
TeraVM Field Applications Engineer,Viavi Solutions,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e67716c26d372980&from=web&vjs=3
이공지능(AI) / 딥러닝 / Computer Vision 경력자 정규직,더블미코리아,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bc5131eb1f2981cb&from=web&vjs=3
AI 연구 MLOps,코그넷나인,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=36ae5f764253d121&from=web&vjs=3
Applications Engineer (CATS/SmartMRC),Synopsys,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea9918b20aa10f90&from=web&vjs=3
시스템엔지니어 신입/경력 정규직 [전문연구요원 지원 가능],루미르,용인 수지구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8a0f5a8857c12e2e&from=web&vjs=3
Application Developer,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=20b5a95b14ab7935&from=web&vjs=3
[제약] 신약 분자설계 연구(선임/책임),BOB네트웍스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=14d5f070330861c8&from=web&vjs=3
하반기 신입(채용 연계형 인턴) 수시채용,홈앤쇼핑,서울 마곡동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=79fb95da6dff4025&from=web&vjs=3
Shield Data Scientist,LINE Plus corporation,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=53f8e8ae0a381900&from=web&vjs=3
아이나비 ADAS 영상처리 알고리즘 개발자 신입 및 경력 모집,팅크웨어(주) 관심기업 코스닥,성남 삼평동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e96099b3e473d165&from=web&vjs=3
DevOps Engineer 영입,베스핀글로벌,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8a2306344f583f8b&from=web&vjs=3
고등광기술연구소 계약직 연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b9111853e8754517&from=web&vjs=3
데이터 서비스/플랫폼 개발,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=031eec3794f09645&from=web&vjs=3
ID사업부 Software R&D 경력,LG전자,경기도 평택,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6e8bde30e3d76a07&from=web&vjs=3
Sr. Corporate Application Engineer – Calibre DS,Siemens Electronic Design Automation (Korea) LLC,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f61f1edb069d4f6&from=web&vjs=3
마케팅 공무원 CRM,해커스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=19c80684b810561e&from=web&vjs=3
[램플코딩학원] 온오프라인 코딩 강사,밸류에잇 벤처스,대전 서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3415a2ec10f41d98&from=web&vjs=3
Systems Engineer for R&D Extension Korea (Optic),Applied Materials Inc.,경기도 화성,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0f64df7d8e0af92f&from=web&vjs=3
KAIST 휴머노이드로봇연구센터 위촉연구원 모집 공고,카이스트,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9d966c68f91065ee&from=web&vjs=3
웹개발자 국내 메이저 식품대기업,,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9ad80a2efdc9c3dd&from=web&vjs=3
"[광고 추천] 데이터 과학자, 기계학습(머신러닝) 전문가 모집",카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8c32b5db8ab28c7d&from=web&vjs=3
Research Scientist(Computer Vision),뤼이드,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fb4e5cc04575215b&from=web&vjs=3
BootStack APAC Engineering Manager,Canonical - Jobs,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a3d2400d49e1aa63&from=web&vjs=3
Product Engineer - MPC/MDP/MDM,Siemens Electronic Design Automation (Korea) LLC,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9b63b5f993896a6b&from=web&vjs=3
딥러닝 영상처리 소프트웨어 개발자,지오비전,강원도 춘천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d2ec77080face34b&from=web&vjs=3
(주)풀무원 빅데이터 활용 분석/AI 전문가 채용,풀무원,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=97022d0619d47329&from=web&vjs=3
Software Architect,Cadence Design Systems,경기도,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=65e372cb5a6e5e1f&from=web&vjs=3
의료기기시스템 검증 및 신뢰성 검증 담당자(의료),고영테크놀러지,용인 수지구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f396db339ab4ee3&from=web&vjs=3
[SNOW] 렌더링 엔진 개발자,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd829f275871114e&from=web&vjs=3
현대백화점 H.Point팀 데이터 분석/기획 경력,현대백화점,서울 삼성역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4d08d3e1f1815e21&from=web&vjs=3
Applications Engineer (Monitoring Applications),National Instruments,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=78d7329422e955ea&from=web&vjs=3
"[Robotics] Robotics Software Engineer, Sensor System",네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=155996bae21250a5&from=web&vjs=3
[경기지역 우수중소기업 온라인 박람회],넷믹스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9144817ca6d5abb5&from=web&vjs=3
Business Data Analyst (경력),데브시스터즈,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=14a84e493f6caa2b&from=web&vjs=3
엔미디어플랫폼 데이터베이스 관리자 (DBA) 인재 안내,리더스소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d0ca27a97ddf91f9&from=web&vjs=3
데이터표준품질부문 경력직 (정규직),한국정보기술단,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c7d52aeb22295927&from=web&vjs=3
[NIT Service] NAVER IDC 서버 운영/관리,엔아이티서비스,강원도 춘천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0eddd986a57f92dc&from=web&vjs=3
IT/AI 개발 팀원/팀장,제이로고스,서울 용산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8d05eb89c3dfb9f3&from=web&vjs=3
Software Architecture 설계 엔지니어,딥엑스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7df915e1f0f86b2d&from=web&vjs=3
빅데이터엔지니어(경력),메가존,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f683f83c5e7b3334&from=web&vjs=3
대졸자 취업 연계 과정 신입생 (10개월 과정),한국폴리텍대학 신기술교육원,전주 덕진구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=28c1aeb3231ffc45&from=web&vjs=3
(주)엘솔루 음성인식팀 개발직,㈜엘솔루,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b99fdac1ecbccb28&from=web&vjs=3
PharmCADD 2021년 상반기 R&D센터 연구원 공개,팜캐드,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0ff2c43b1e2621a5&from=web&vjs=3
은행 정보계 DW 시스템 담당자,케이뱅크은행,서울 중학동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=705f1a36a7fafed3&from=web&vjs=3
금융IT(UI/UX개발) 인재,에셋플러스자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=04751aa927de1b32&from=web&vjs=3
인공지능 솔루션 (AI Solution) 개발,카이어,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=891485cc2a8e6779&from=web&vjs=3
11번가 광고상품기획 전문가,십일번가,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cc894caea97521b6&from=web&vjs=3
빅데이터 시스템 담당자 채용,케이뱅크은행,서울 중학동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=894d093b2c1aa53c&from=web&vjs=3
클라우드 보안 서비스 담당자 [경력],씨디네트웍스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c7c531cd3939218&from=web&vjs=3
[위메프오] 서버개발자,위메프,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=43f8edb38c7888c7&from=web&vjs=3
카카오톡 보이스톡/페이스톡/라이브톡 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d585814d097935eb&from=web&vjs=3
데이터표준품질부문 경력직 (정규직),한국정보기술단,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c7d52aeb22295927&from=web&vjs=3
[(주)포이] app/web 개발자,포이,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e48264065743d763&from=web&vjs=3
하반기 인턴직 모집,한솔그룹,서울 을지로2가,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2f56d4b70c1df086&from=web&vjs=3
광고데이터플랫폼 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7b2496c8a71f02f2&from=web&vjs=3
[KSTEC] Java 프로그래머 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=acdf4ff29b81a059&from=web&vjs=3
아이나비 ADAS 영상처리 알고리즘 개발자 신입 및 경력 모집,팅크웨어(주) 관심기업 코스닥,성남 삼평동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e96099b3e473d165&from=web&vjs=3
추적 시스템 개발자,이앤제너텍,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eefe738bc0b1905b&from=web&vjs=3
Technology Lead (Messenger platform),AirAsia,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=141f3f6ab42201f0&from=web&vjs=3
추천 통계분석/데이터사이언티스트,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bfe0f5ac4f32ec89&from=web&vjs=3
보안 데이터 분석,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=45f9ebb4e35491a7&from=web&vjs=3
"Cloud Technical Solutions Engineer, Networking, Google Cloud",Google,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=447e5726f229a2b7&from=web&vjs=3
Digital Design Engineer,Cirrus Logic,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5d2f994752ec7178&from=web&vjs=3
BootStack APAC Engineering Manager,Canonical - Jobs,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a3d2400d49e1aa63&from=web&vjs=3
피망 포커/섯다 사업 PM (무관),네오위즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2b928691ab5ca62e&from=web&vjs=3
데이터 인프라 담당자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6fe5311eacbea17a&from=web&vjs=3
DB Engineer 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9d2eee513761aded&from=web&vjs=3
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a50fce6cc2cb57c9&from=web&vjs=3
AI 서비스/시스템 개발,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b25a378d97c7a56c&from=web&vjs=3
C++ Developer for High Performance Cloud Database,SAP,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=20c20d5b4ade577d&from=web&vjs=3
네트워크 엔지니어링,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=918468d6e12a17e8&from=web&vjs=3
IT 인프라 운영 도구 개발,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ba6a0ebb6ad9cd18&from=web&vjs=3
"Lead Software Engineer, Machine Learning (English)",Google,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=045c3f7ac2bf61ab&from=web&vjs=3
Renewables Consultant - Civil / Structure Engineering,DNV,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f219c18d551f52af&from=web&vjs=3
Sr. Corporate Application Engineer – Calibre DS,Siemens Electronic Design Automation (Korea) LLC,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f61f1edb069d4f6&from=web&vjs=3
네트워크/시스템 보안 관리 담당,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4022f49bc50ef230&from=web&vjs=3
마케팅 공무원 CRM,해커스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=19c80684b810561e&from=web&vjs=3
블록체인인터넷경제연구센터 위촉연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e80435be74cd28f&from=web&vjs=3
[램플코딩학원] 온오프라인 코딩 강사,밸류에잇 벤처스,대전 서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3415a2ec10f41d98&from=web&vjs=3
[현장코칭](주)대연씨앤아이 웹솔루션 개발 사원 (JAVA/Python),대연씨앤아이,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1e8539a3b6e3380d&from=web&vjs=3
Data Engineer & Scientist,LG전자,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b46ce7e432daab8&from=web&vjs=3
Shield Data Scientist,LINE Plus corporation,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=53f8e8ae0a381900&from=web&vjs=3
Consultant_Infrastructure / Security,Microsoft,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8a7924ec2e51c28b&from=web&vjs=3
블록체인 센터 시스템 엔지니어 (경력),네오위즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=02940982fdf7f78d&from=web&vjs=3
[AI/LAB] 머신러닝 리서치 엔지니어 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bd7907d1248e436d&from=web&vjs=3
Expat: Experimental Physicist Tuning and Monitoring,IMS Nanofabrication,경기도 화성,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c5a2d1029018e4ba&from=web&vjs=3
자동차 전장 ADAS SW 분야 전문가,LG전자,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f42242989b39b5e1&from=web&vjs=3
Data Scientist (IBM Client Engineering),IBM,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5a1932132530e651&from=web&vjs=3
Sr Technical Support Engineer,HERE Technologies,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=32b582209ad53166&from=web&vjs=3
알고리즘/퀀트 전략 개발자,쿼터백자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=67b36859e9bd0d7c&from=web&vjs=3
금융공학연구 신입/경력/병역특례 채용,NICE피앤아이,서울 여의도,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=424c40da403d9398&from=web&vjs=3
[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dbe3257e487e5814&from=web&vjs=3
IoT 기기 및 네트워크 취약점 점검 개발자,노르마,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b3ad64e7a39c01a&from=web&vjs=3
[신용리스크모델링 Intern] 개인 신용평가모형 개발 및 운영직(채용 연계형),카카오뱅크,성남 삼평동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=45ef50c3481fd92f&from=web&vjs=3
해양PNT(위치정보) 연구단 계약직,한국해양과학기술원 부설 선박해양플랜트연구소,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c019531002ee24e4&from=web&vjs=3
